InvoiceNo,InvoiceDate,InvoiceTime,StockCode,Product,Quantity,UnitPrice,Totalsale,CustomerID,Country
536527,01/12/10,1:04:00 PM,22973,CHILDREN'S CIRCUS PARADE MUG,12,1.65,19.8,12662,Germany
536527,01/12/10,1:04:00 PM,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,12,1.25,15,12662,Germany
536527,01/12/10,1:04:00 PM,22549,PICTURE DOMINOES,12,1.45,17.4,12662,Germany
536527,01/12/10,1:04:00 PM,POST,POSTAGE,1,18,18,12662,Germany
C536548,01/12/10,2:33:00 PM,22244,3 HOOK HANGER MAGIC GARDEN,-4,1.95,-7.8,12472,Germany
C536548,01/12/10,2:33:00 PM,22242,5 HOOK HANGER MAGIC TOADSTOOL,-5,1.65,-8.25,12472,Germany
C536548,01/12/10,2:33:00 PM,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2.95,-2.95,12472,Germany
C536548,01/12/10,2:33:00 PM,22892,SET OF SALT AND PEPPER TOADSTOOLS,-7,1.25,-8.75,12472,Germany
C536548,01/12/10,2:33:00 PM,22654,DELUXE SEWING KIT ,-1,5.95,-5.95,12472,Germany
C536548,01/12/10,2:33:00 PM,22767,TRIPLE PHOTO FRAME CORNICE ,-2,9.95,-19.9,12472,Germany
C536548,01/12/10,2:33:00 PM,22333,RETROSPOT PARTY BAG + STICKER SET,-1,1.65,-1.65,12472,Germany
C536548,01/12/10,2:33:00 PM,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",-2,0.85,-1.7,12472,Germany
C536548,01/12/10,2:33:00 PM,22077,6 RIBBONS RUSTIC CHARM,-6,1.65,-9.9,12472,Germany
C536548,01/12/10,2:33:00 PM,22631,CIRCUS PARADE LUNCH BOX ,-1,1.95,-1.95,12472,Germany
C536548,01/12/10,2:33:00 PM,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,8.5,-17,12472,Germany
C536548,01/12/10,2:33:00 PM,21218,RED SPOTTY BISCUIT TIN,-3,3.75,-11.25,12472,Germany
C536548,01/12/10,2:33:00 PM,20957,PORCELAIN HANGING BELL SMALL,-1,1.45,-1.45,12472,Germany
C536548,01/12/10,2:33:00 PM,22580,ADVENT CALENDAR GINGHAM SACK,-4,5.95,-23.8,12472,Germany
C536622,02/12/10,10:37:00 AM,22752,SET 7 BABUSHKA NESTING BOXES,-2,8.5,-17,12471,Germany
536840,02/12/10,6:27:00 PM,22961,JAM MAKING SET PRINTED,12,1.45,17.4,12738,Germany
536840,02/12/10,6:27:00 PM,22962,JAM JAR WITH PINK LID,12,0.85,10.2,12738,Germany
536840,02/12/10,6:27:00 PM,22963,JAM JAR WITH GREEN LID,12,0.85,10.2,12738,Germany
536840,02/12/10,6:27:00 PM,22776,SWEETHEART CAKESTAND 3 TIER,1,9.95,9.95,12738,Germany
536840,02/12/10,6:27:00 PM,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,0.55,13.2,12738,Germany
536840,02/12/10,6:27:00 PM,22077,6 RIBBONS RUSTIC CHARM,12,1.65,19.8,12738,Germany
536840,02/12/10,6:27:00 PM,22215,CAKE STAND WHITE TWO TIER LACE,2,8.5,17,12738,Germany
536840,02/12/10,6:27:00 PM,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,0.55,13.2,12738,Germany
536840,02/12/10,6:27:00 PM,84991,60 TEATIME FAIRY CAKE CASES,24,0.55,13.2,12738,Germany
536840,02/12/10,6:27:00 PM,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,13.2,12738,Germany
536840,02/12/10,6:27:00 PM,POST,POSTAGE,1,18,18,12738,Germany
536852,03/12/10,9:51:00 AM,22549,PICTURE DOMINOES,12,1.45,17.4,12686,France
536852,03/12/10,9:51:00 AM,22544,MINI JIGSAW SPACEBOY,24,0.42,10.08,12686,France
536852,03/12/10,9:51:00 AM,22539,MINI JIGSAW DOLLY GIRL,24,0.42,10.08,12686,France
536852,03/12/10,9:51:00 AM,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,0.85,8.5,12686,France
536852,03/12/10,9:51:00 AM,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,1.25,15,12686,France
536852,03/12/10,9:51:00 AM,21786,POLKADOT RAIN HAT ,24,0.42,10.08,12686,France
536852,03/12/10,9:51:00 AM,POST,POSTAGE,1,18,18,12686,France
536861,03/12/10,10:44:00 AM,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2.1,12.6,12427,Germany
536861,03/12/10,10:44:00 AM,22077,6 RIBBONS RUSTIC CHARM,12,1.65,19.8,12427,Germany
536861,03/12/10,10:44:00 AM,21249,WOODLAND  HEIGHT CHART STICKERS ,6,2.95,17.7,12427,Germany
536861,03/12/10,10:44:00 AM,22636,CHILDS BREAKFAST SET CIRCUS PARADE,8,7.65,61.2,12427,Germany
536861,03/12/10,10:44:00 AM,22634,CHILDS BREAKFAST SET SPACEBOY ,8,8.5,68,12427,Germany
536861,03/12/10,10:44:00 AM,22301,COFFEE MUG CAT + BIRD DESIGN,6,2.55,15.3,12427,Germany
536861,03/12/10,10:44:00 AM,22300,COFFEE MUG DOG + BALL DESIGN,6,2.55,15.3,12427,Germany
536861,03/12/10,10:44:00 AM,21328,BALLOONS  WRITING SET ,12,1.65,19.8,12427,Germany
536861,03/12/10,10:44:00 AM,21329,DINOSAURS  WRITING SET ,12,1.65,19.8,12427,Germany
536861,03/12/10,10:44:00 AM,POST,POSTAGE,3,18,54,12427,Germany
536967,03/12/10,12:57:00 PM,POST,POSTAGE,1,18,18,12600,Germany
536967,03/12/10,12:57:00 PM,85099B,JUMBO BAG RED RETROSPOT,30,1.95,58.5,12600,Germany
536974,03/12/10,1:59:00 PM,15056BL,EDWARDIAN PARASOL BLACK,9,5.95,53.55,12682,France
536974,03/12/10,1:59:00 PM,15056P,EDWARDIAN PARASOL PINK,3,5.95,17.85,12682,France
536974,03/12/10,1:59:00 PM,20679,EDWARDIAN PARASOL RED,6,5.95,35.7,12682,France
536974,03/12/10,1:59:00 PM,21915,RED  HARMONICA IN BOX ,12,1.25,15,12682,France
536974,03/12/10,1:59:00 PM,22659,LUNCH BOX I LOVE LONDON,12,1.95,23.4,12682,France
536974,03/12/10,1:59:00 PM,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,2.55,30.6,12682,France
536974,03/12/10,1:59:00 PM,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,1.25,15,12682,France
536974,03/12/10,1:59:00 PM,22027,TEA PARTY BIRTHDAY CARD,12,0.42,5.04,12682,France
536974,03/12/10,1:59:00 PM,20749,ASSORTED COLOUR MINI CASES,2,7.95,15.9,12682,France
536974,03/12/10,1:59:00 PM,20750,RED RETROSPOT MINI CASES,2,7.95,15.9,12682,France
536974,03/12/10,1:59:00 PM,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,0.85,10.2,12682,France
536974,03/12/10,1:59:00 PM,22748,POPPY'S PLAYHOUSE KITCHEN,6,2.1,12.6,12682,France
536974,03/12/10,1:59:00 PM,22080,RIBBON REEL POLKADOTS ,10,1.65,16.5,12682,France
536974,03/12/10,1:59:00 PM,20725,LUNCH BAG RED RETROSPOT,10,1.65,16.5,12682,France
536974,03/12/10,1:59:00 PM,20726,LUNCH BAG WOODLAND,10,1.65,16.5,12682,France
536974,03/12/10,1:59:00 PM,POST,POSTAGE,2,18,36,12682,France
536983,03/12/10,2:30:00 PM,22331,WOODLAND PARTY BAG + STICKER SET,8,1.65,13.2,12712,Germany
536983,03/12/10,2:30:00 PM,22865,HAND WARMER OWL DESIGN,12,2.1,25.2,12712,Germany
536983,03/12/10,2:30:00 PM,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,8.5,34,12712,Germany
536983,03/12/10,2:30:00 PM,22926,IVORY GIANT GARDEN THERMOMETER,4,5.95,23.8,12712,Germany
536983,03/12/10,2:30:00 PM,22914,BLUE COAT RACK PARIS FASHION,3,4.95,14.85,12712,Germany
536983,03/12/10,2:30:00 PM,84849D,HOT BATHS SOAP HOLDER,12,1.69,20.28,12712,Germany
536983,03/12/10,2:30:00 PM,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2.95,17.7,12712,Germany
536983,03/12/10,2:30:00 PM,16016,LARGE CHINESE STYLE SCISSOR,10,0.85,8.5,12712,Germany
536983,03/12/10,2:30:00 PM,POST,POSTAGE,1,18,18,12712,Germany
537065,05/12/10,11:57:00 AM,22837,HOT WATER BOTTLE BABUSHKA ,8,4.65,37.2,12567,France
537065,05/12/10,11:57:00 AM,22846,BREAD BIN DINER STYLE RED ,1,16.95,16.95,12567,France
537065,05/12/10,11:57:00 AM,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,1.25,15,12567,France
537065,05/12/10,11:57:00 AM,22968,ROSE COTTAGE KEEPSAKE BOX ,8,8.5,68,12567,France
537065,05/12/10,11:57:00 AM,84678,CLASSICAL ROSE SMALL VASE,6,2.55,15.3,12567,France
537065,05/12/10,11:57:00 AM,20665,RED RETROSPOT PURSE ,6,2.95,17.7,12567,France
537065,05/12/10,11:57:00 AM,21786,POLKADOT RAIN HAT ,24,0.42,10.08,12567,France
537065,05/12/10,11:57:00 AM,21787,RAIN PONCHO RETROSPOT,24,0.85,20.4,12567,France
537065,05/12/10,11:57:00 AM,20750,RED RETROSPOT MINI CASES,6,7.95,47.7,12567,France
537065,05/12/10,11:57:00 AM,20749,ASSORTED COLOUR MINI CASES,2,7.95,15.9,12567,France
537065,05/12/10,11:57:00 AM,21774,DECORATIVE CATS BATHROOM BOTTLE,12,1.25,15,12567,France
537065,05/12/10,11:57:00 AM,21121,SET/10 RED POLKADOT PARTY CANDLES,24,1.25,30,12567,France
537065,05/12/10,11:57:00 AM,21439,BASKET OF TOADSTOOLS,12,1.25,15,12567,France
537065,05/12/10,11:57:00 AM,47566,PARTY BUNTING,5,4.65,23.25,12567,France
537065,05/12/10,11:57:00 AM,22727,ALARM CLOCK BAKELIKE RED ,4,3.75,15,12567,France
537065,05/12/10,11:57:00 AM,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,15,12567,France
537065,05/12/10,11:57:00 AM,22728,ALARM CLOCK BAKELIKE PINK,4,3.75,15,12567,France
537065,05/12/10,11:57:00 AM,22729,ALARM CLOCK BAKELIKE ORANGE,4,3.75,15,12567,France
537065,05/12/10,11:57:00 AM,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,1.65,19.8,12567,France
537065,05/12/10,11:57:00 AM,22467,GUMBALL COAT RACK,6,2.55,15.3,12567,France
537065,05/12/10,11:57:00 AM,22318,FIVE HEART HANGING DECORATION,6,2.95,17.7,12567,France
537065,05/12/10,11:57:00 AM,21195,PINK  HONEYCOMB PAPER BALL ,6,2.1,12.6,12567,France
537065,05/12/10,11:57:00 AM,20725,LUNCH BAG RED RETROSPOT,10,1.65,16.5,12567,France
537065,05/12/10,11:57:00 AM,20726,LUNCH BAG WOODLAND,20,1.65,33,12567,France
537065,05/12/10,11:57:00 AM,20728,LUNCH BAG CARS BLUE,10,1.65,16.5,12567,France
537065,05/12/10,11:57:00 AM,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2.55,15.3,12567,France
537065,05/12/10,11:57:00 AM,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2.95,17.7,12567,France
537065,05/12/10,11:57:00 AM,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2.55,15.3,12567,France
537065,05/12/10,11:57:00 AM,21555,CERAMIC STRAWBERRY TRINKET TRAY,6,2.55,15.3,12567,France
537065,05/12/10,11:57:00 AM,21533,RETROSPOT LARGE MILK JUG,3,4.95,14.85,12567,France
537065,05/12/10,11:57:00 AM,21539,RED RETROSPOT BUTTER DISH,3,4.95,14.85,12567,France
537065,05/12/10,11:57:00 AM,22423,REGENCY CAKESTAND 3 TIER,2,12.75,25.5,12567,France
537065,05/12/10,11:57:00 AM,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,6,3.75,22.5,12567,France
537065,05/12/10,11:57:00 AM,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,3.75,22.5,12567,France
537065,05/12/10,11:57:00 AM,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,3.75,22.5,12567,France
537065,05/12/10,11:57:00 AM,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,3.75,15,12567,France
537065,05/12/10,11:57:00 AM,22634,CHILDS BREAKFAST SET SPACEBOY ,2,9.95,19.9,12567,France
537065,05/12/10,11:57:00 AM,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,9.95,19.9,12567,France
537065,05/12/10,11:57:00 AM,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,8.5,17,12567,France
537065,05/12/10,11:57:00 AM,22180,RETROSPOT LAMP,4,9.95,39.8,12567,France
537065,05/12/10,11:57:00 AM,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,0.29,6.96,12567,France
537065,05/12/10,11:57:00 AM,21981,PACK OF 12 WOODLAND TISSUES ,24,0.29,6.96,12567,France
537065,05/12/10,11:57:00 AM,21982,PACK OF 12 SUKI TISSUES ,24,0.29,6.96,12567,France
537065,05/12/10,11:57:00 AM,22614,PACK OF 12 SPACEBOY TISSUES,24,0.29,6.96,12567,France
537065,05/12/10,11:57:00 AM,22615,PACK OF 12 CIRCUS PARADE TISSUES ,24,0.29,6.96,12567,France
537065,05/12/10,11:57:00 AM,84870B,BLUE GEISHA GIRL ,4,3.75,15,12567,France
537065,05/12/10,11:57:00 AM,84870C,GREEN GEISHA GIRL ,4,3.75,15,12567,France
537065,05/12/10,11:57:00 AM,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1.65,19.8,12567,France
537065,05/12/10,11:57:00 AM,22551,PLASTERS IN TIN SPACEBOY,12,1.65,19.8,12567,France
537065,05/12/10,11:57:00 AM,16238,PARTY TIME PENCIL ERASERS,28,0.21,5.88,12567,France
537065,05/12/10,11:57:00 AM,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,0.85,10.2,12567,France
537065,05/12/10,11:57:00 AM,22632,HAND WARMER RED RETROSPOT,12,2.1,25.2,12567,France
537065,05/12/10,11:57:00 AM,21829,DINOSAUR KEYRINGS ASSORTED,36,0.21,7.56,12567,France
537065,05/12/10,11:57:00 AM,21556,CERAMIC STRAWBERRY MONEY BOX,6,2.55,15.3,12567,France
537065,05/12/10,11:57:00 AM,22644,CERAMIC CHERRY CAKE MONEY BANK,12,1.45,17.4,12567,France
537065,05/12/10,11:57:00 AM,22390,PAPERWEIGHT CHILDHOOD MEMORIES,6,2.55,15.3,12567,France
537065,05/12/10,11:57:00 AM,22483,RED GINGHAM TEDDY BEAR ,6,2.95,17.7,12567,France
537065,05/12/10,11:57:00 AM,21054,NURSE'S BAG SOFT TOY,6,8.95,53.7,12567,France
537065,05/12/10,11:57:00 AM,21055,TOOL BOX SOFT TOY ,6,8.95,53.7,12567,France
537065,05/12/10,11:57:00 AM,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,1.25,15,12567,France
537065,05/12/10,11:57:00 AM,22619,SET OF 6 SOLDIER SKITTLES,4,3.75,15,12567,France
537065,05/12/10,11:57:00 AM,84963A,PINK PAINTED KASHMIRI CHAIR,4,42.95,171.8,12567,France
537065,05/12/10,11:57:00 AM,POST,POSTAGE,9,18,162,12567,France
537197,05/12/10,2:02:00 PM,22843,BISCUIT TIN VINTAGE GREEN,2,6.75,13.5,12647,Germany
537197,05/12/10,2:02:00 PM,22842,BISCUIT TIN VINTAGE RED,2,6.75,13.5,12647,Germany
537197,05/12/10,2:02:00 PM,22961,JAM MAKING SET PRINTED,12,1.45,17.4,12647,Germany
537197,05/12/10,2:02:00 PM,22962,JAM JAR WITH PINK LID,12,0.85,10.2,12647,Germany
537197,05/12/10,2:02:00 PM,22963,JAM JAR WITH GREEN LID,12,0.85,10.2,12647,Germany
537197,05/12/10,2:02:00 PM,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,3.75,22.5,12647,Germany
537197,05/12/10,2:02:00 PM,22199,FRYING PAN RED RETROSPOT,4,4.25,17,12647,Germany
537197,05/12/10,2:02:00 PM,22200,FRYING PAN PINK POLKADOT,4,4.25,17,12647,Germany
537197,05/12/10,2:02:00 PM,22505,MEMO BOARD COTTAGE DESIGN,4,4.95,19.8,12647,Germany
537197,05/12/10,2:02:00 PM,22507,MEMO BOARD RETROSPOT  DESIGN,4,4.95,19.8,12647,Germany
537197,05/12/10,2:02:00 PM,84050,PINK HEART SHAPE EGG FRYING PAN,6,1.65,9.9,12647,Germany
537197,05/12/10,2:02:00 PM,85055,FRENCH ENAMEL UTENSIL HOLDER,4,3.75,15,12647,Germany
537197,05/12/10,2:02:00 PM,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,12.75,12.75,12647,Germany
537197,05/12/10,2:02:00 PM,POST,POSTAGE,3,18,54,12647,Germany
537197,05/12/10,2:02:00 PM,22624,IVORY KITCHEN SCALES,2,8.5,17,12647,Germany
537197,05/12/10,2:02:00 PM,22841,ROUND CAKE TIN VINTAGE GREEN,1,0,0,12647,Germany
537197,05/12/10,2:02:00 PM,22847,BREAD BIN DINER STYLE IVORY,1,16.95,16.95,12647,Germany
537198,05/12/10,2:03:00 PM,20685,DOORMAT RED RETROSPOT,10,6.75,67.5,12647,Germany
537198,05/12/10,2:03:00 PM,POST,POSTAGE,1,18,18,12647,Germany
537201,05/12/10,2:19:00 PM,22781,GUMBALL MAGAZINE RACK,2,7.65,15.3,12472,Germany
537201,05/12/10,2:19:00 PM,22865,HAND WARMER OWL DESIGN,24,2.1,50.4,12472,Germany
537201,05/12/10,2:19:00 PM,22960,JAM MAKING SET WITH JARS,12,3.75,45,12472,Germany
537201,05/12/10,2:19:00 PM,22961,JAM MAKING SET PRINTED,12,1.45,17.4,12472,Germany
537201,05/12/10,2:19:00 PM,22962,JAM JAR WITH PINK LID,24,0.85,20.4,12472,Germany
537201,05/12/10,2:19:00 PM,22963,JAM JAR WITH GREEN LID,24,0.85,20.4,12472,Germany
537201,05/12/10,2:19:00 PM,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,18,2.1,37.8,12472,Germany
537201,05/12/10,2:19:00 PM,22972,CHILDREN'S SPACEBOY MUG,12,1.65,19.8,12472,Germany
537201,05/12/10,2:19:00 PM,22973,CHILDREN'S CIRCUS PARADE MUG,12,1.65,19.8,12472,Germany
537201,05/12/10,2:19:00 PM,22975,SPACEBOY CHILDRENS EGG CUP,12,1.25,15,12472,Germany
537201,05/12/10,2:19:00 PM,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,1.25,15,12472,Germany
537201,05/12/10,2:19:00 PM,22834,HAND WARMER BABUSHKA DESIGN,12,2.1,25.2,12472,Germany
537201,05/12/10,2:19:00 PM,22568,FELTCRAFT CUSHION OWL,4,3.75,15,12472,Germany
537201,05/12/10,2:19:00 PM,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2.1,25.2,12472,Germany
537201,05/12/10,2:19:00 PM,22940,FELTCRAFT CHRISTMAS FAIRY,8,4.25,34,12472,Germany
537201,05/12/10,2:19:00 PM,22898,CHILDRENS APRON APPLES DESIGN,8,1.95,15.6,12472,Germany
537201,05/12/10,2:19:00 PM,22837,HOT WATER BOTTLE BABUSHKA ,4,4.65,18.6,12472,Germany
537201,05/12/10,2:19:00 PM,22968,ROSE COTTAGE KEEPSAKE BOX ,2,9.95,19.9,12472,Germany
537201,05/12/10,2:19:00 PM,22816,CARD MOTORBIKE SANTA,12,0.42,5.04,12472,Germany
537201,05/12/10,2:19:00 PM,22818,CARD CHRISTMAS VILLAGE,24,0.42,10.08,12472,Germany
537201,05/12/10,2:19:00 PM,21915,RED  HARMONICA IN BOX ,24,1.25,30,12472,Germany
537201,05/12/10,2:19:00 PM,21914,BLUE HARMONICA IN BOX ,24,1.25,30,12472,Germany
537201,05/12/10,2:19:00 PM,22333,RETROSPOT PARTY BAG + STICKER SET,8,1.65,13.2,12472,Germany
537201,05/12/10,2:19:00 PM,20668,DISCO BALL CHRISTMAS DECORATION,24,0.12,2.88,12472,Germany
537201,05/12/10,2:19:00 PM,21817,GLITTER CHRISTMAS TREE,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22337,ANGEL DECORATION PAINTED ZINC ,24,0.65,15.6,12472,Germany
537201,05/12/10,2:19:00 PM,22571,ROCKING HORSE RED CHRISTMAS ,24,0.85,20.4,12472,Germany
537201,05/12/10,2:19:00 PM,22572,ROCKING HORSE GREEN CHRISTMAS ,24,0.85,20.4,12472,Germany
537201,05/12/10,2:19:00 PM,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,0.85,20.4,12472,Germany
537201,05/12/10,2:19:00 PM,22601,CHRISTMAS RETROSPOT ANGEL WOOD,24,0.85,20.4,12472,Germany
537201,05/12/10,2:19:00 PM,84341B,SMALL PINK MAGIC CHRISTMAS TREE,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22629,SPACEBOY LUNCH BOX ,36,1.95,70.2,12472,Germany
537201,05/12/10,2:19:00 PM,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,24,2.95,70.8,12472,Germany
537201,05/12/10,2:19:00 PM,20719,WOODLAND CHARLOTTE BAG,30,0.85,25.5,12472,Germany
537201,05/12/10,2:19:00 PM,22556,PLASTERS IN TIN CIRCUS PARADE ,12,1.65,19.8,12472,Germany
537201,05/12/10,2:19:00 PM,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,12,2.95,35.4,12472,Germany
537201,05/12/10,2:19:00 PM,20750,RED RETROSPOT MINI CASES,4,7.95,31.8,12472,Germany
537201,05/12/10,2:19:00 PM,22321,BIRD DECORATION RED RETROSPOT,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22354,RETROSPOT PADDED SEAT CUSHION,10,3.75,37.5,12472,Germany
537201,05/12/10,2:19:00 PM,22077,6 RIBBONS RUSTIC CHARM,24,1.65,39.6,12472,Germany
537201,05/12/10,2:19:00 PM,85049E,SCANDINAVIAN REDS RIBBONS,12,1.25,15,12472,Germany
537201,05/12/10,2:19:00 PM,85049D,BRIGHT BLUES RIBBONS ,12,1.25,15,12472,Germany
537201,05/12/10,2:19:00 PM,85049F,BABY BOOM RIBBONS ,12,1.25,15,12472,Germany
537201,05/12/10,2:19:00 PM,85049G,CHOCOLATE BOX RIBBONS ,12,1.25,15,12472,Germany
537201,05/12/10,2:19:00 PM,22141,CHRISTMAS CRAFT TREE TOP ANGEL,12,2.1,25.2,12472,Germany
537201,05/12/10,2:19:00 PM,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,2.1,25.2,12472,Germany
537201,05/12/10,2:19:00 PM,22602,CHRISTMAS RETROSPOT HEART WOOD,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22600,CHRISTMAS RETROSPOT STAR WOOD,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22595,CHRISTMAS GINGHAM HEART,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22594,CHRISTMAS GINGHAM TREE,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22593,CHRISTMAS GINGHAM STAR,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22573,STAR WOODEN CHRISTMAS DECORATION,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22574,HEART WOODEN CHRISTMAS DECORATION,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,0.85,10.2,12472,Germany
537201,05/12/10,2:19:00 PM,20724,RED RETROSPOT CHARLOTTE BAG,20,0.85,17,12472,Germany
